obs_id,recorded_time,modified_time,object,event,rising,sidereal,pole
79,1796-07-28 07:48:38.000,,S,h,TRUE,FALSE,
79,1796-07-28 07:50:03.500,,t,v,TRUE,FALSE,
79,1796-07-28 07:50:16.000,,t,h,TRUE,FALSE,
79,1796-07-28 07:51:30.000,,S,h,TRUE,FALSE,
79,1796-07-28 07:52:11.000,,S,v,TRUE,FALSE,
80,1796-07-28 07:54:07.000,,S,h,TRUE,FALSE,
80,1796-07-28 07:54:13.000,,S,v,TRUE,FALSE,
80,1796-07-28 07:55:45.000,,t,h,TRUE,FALSE,
80,1796-07-28 07:55:45.000,,t,v,TRUE,FALSE,
80,1796-07-28 07:56:57.000,,S,h,TRUE,FALSE,
80,1796-07-28 07:57:57.000,,S,v,TRUE,FALSE,
81,1796-07-29 08:47:17.000,,S,v,TRUE,FALSE,
81,1796-07-29 08:47:28.000,,S,h,TRUE,FALSE,
81,1796-07-29 08:48:37.000,,t_H,v,TRUE,FALSE,
81,1796-07-29 08:48:44.000,,t_H,h,TRUE,FALSE,
81,1796-07-29 08:50:16.000,,S,h,TRUE,FALSE,
81,1796-07-29 08:51:03.500,,S,v,TRUE,FALSE,
82,1796-07-29 08:53:25.500,,S,v,TRUE,FALSE,
82,1796-07-29 08:53:31.000,,S,h,TRUE,FALSE,
82,1796-07-29 08:54:37.000,,t_H,v,TRUE,FALSE,
82,1796-07-29 08:54:56.000,,t_H,h,TRUE,FALSE,
82,1796-07-29 08:56:31.500,,S,h,TRUE,FALSE,
82,1796-07-29 08:56:49.000,,S,v,TRUE,FALSE,
83,1796-07-29 09:01:12.000,,S,v,TRUE,FALSE,
83,1796-07-29 09:01:20.000,,S,h,TRUE,FALSE,
83,1796-07-29 09:03:03.000,,t_I,v,TRUE,FALSE,
83,1796-07-29 09:03:12.000,,t_I,h,TRUE,FALSE,
83,1796-07-29 09:04:06.000,,S,h,TRUE,FALSE,
83,1796-07-29 09:05:06.000,,S,v,TRUE,FALSE,
