obs_id,recorded_time,sidereal,utc_time,name,lat,long,cmd,outlier,type,x,y,rising,l0,b0,p,incl,incl_obs,incl_diff,err,r_sun,modified,complemented
461,1830-10-04 11:59:20.000000,FALSE,1830-10-04 11:29:25.081785,t,-11.03,94.42,-29.08,FALSE,rh,-0.3,-0.47,TRUE,123.51,6.45,26.41,-0.16,,0.96,-0.39,65.07,TRUE,FALSE
458,1830-10-04 00:04:28.000000,FALSE,1830-10-04 11:34:33.081785,t,-10.67,95.58,-27.88,FALSE,rh,-0.29,-0.46,FALSE,123.46,6.45,26.42,1.06,,0.95,-0.4,64.62,FALSE,FALSE
463,1830-10-06 11:43:27.000000,FALSE,1830-10-06 11:12:56.302732,t,-12.68,98.48,1.21,FALSE,rh,0.16,-0.28,TRUE,97.27,6.33,26.49,-3.87,,0.92,1.17,65.5,TRUE,FALSE
464,1830-10-06 11:48:48.500000,FALSE,1830-10-06 11:18:17.802732,t,-11.83,95.37,-1.85,FALSE,rh,0.11,-0.29,TRUE,97.22,6.33,26.49,-2.62,,0.93,-0.79,64.84,FALSE,FALSE
465,1830-10-06 11:52:51.500000,FALSE,1830-10-06 11:22:20.802732,t,-11.44,95.46,-1.72,FALSE,rh,0.11,-0.29,TRUE,97.18,6.33,26.49,-1.67,,0.93,-0.4,64.62,FALSE,FALSE
466,1830-10-06 11:58:49.000000,FALSE,1830-10-06 11:28:18.302732,t,-10.51,96.75,-0.38,FALSE,rh,0.12,-0.26,TRUE,97.13,6.33,26.49,-0.27,,0.93,0,64.85,TRUE,FALSE
462,1830-10-06 00:04:34.500000,FALSE,1830-10-06 11:34:03.802732,t,-9.79,96.41,-0.66,FALSE,rh,0.11,-0.25,FALSE,97.08,6.33,26.49,1.08,,0.89,0.39,65.07,FALSE,FALSE
470,1830-10-07 11:46:08.000000,FALSE,1830-10-07 11:15:20.005065,t,-11.39,95.35,11.3,FALSE,rh,0.31,-0.18,TRUE,84.06,6.27,26.51,-3.23,,0.97,0,65.29,FALSE,FALSE
471,1830-10-07 11:51:49.000000,FALSE,1830-10-07 11:21:01.005065,t,-10.94,97.3,13.3,FALSE,rh,0.33,-0.16,TRUE,84,6.27,26.51,-1.91,,0.97,-0.39,65.07,FALSE,FALSE
472,1830-10-07 11:56:28.000000,FALSE,1830-10-07 11:25:40.005065,t,-11.13,96.56,12.6,FALSE,rh,0.32,-0.17,TRUE,83.96,6.27,26.51,-0.82,,0.97,0,64.85,TRUE,FALSE
467,1830-10-07 00:01:26.000000,FALSE,1830-10-07 11:30:38.005065,t,-11.1,97.52,13.61,FALSE,rh,0.34,-0.16,FALSE,83.92,6.27,26.51,0.34,,0.97,1.18,65.05,FALSE,FALSE
468,1830-10-07 00:06:22.000000,FALSE,1830-10-07 11:35:34.005065,t,-9.91,96.19,12.33,FALSE,rh,0.31,-0.15,FALSE,83.87,6.27,26.51,1.49,,0.97,-0.78,65.28,FALSE,FALSE
469,1830-10-07 00:11:03.500000,FALSE,1830-10-07 11:40:15.505065,t,-10.77,94.98,11.16,FALSE,rh,0.3,-0.18,FALSE,83.83,6.26,26.51,2.58,,0.97,-0.39,65.51,FALSE,FALSE
475,1830-10-09 11:47:06.000000,FALSE,1830-10-09 11:15:44.701275,t,-8.89,96.99,39.32,FALSE,rh,0.67,0.07,TRUE,57.67,6.14,26.54,-2.97,,0.9,-0.39,65.07,FALSE,FALSE
476,1830-10-09 11:51:31.500000,FALSE,1830-10-09 11:20:10.201275,t,-10.48,97.3,39.67,FALSE,rh,0.68,0.05,TRUE,57.63,6.14,26.54,-1.95,,0.9,0,64.85,FALSE,FALSE
473,1830-10-09 00:00:17.000000,FALSE,1830-10-09 11:28:55.701275,t,-10.11,96.32,38.78,FALSE,rh,0.67,0.05,FALSE,57.55,6.14,26.54,0.07,,0.9,0,65.29,FALSE,FALSE
474,1830-10-09 00:04:34.500000,FALSE,1830-10-09 11:33:13.201275,t,-9.45,97.02,39.52,FALSE,rh,0.67,0.06,FALSE,57.51,6.14,26.54,1.06,,0.9,0,64.85,FALSE,FALSE
477,1830-10-10 11:45:57.000000,FALSE,1830-10-10 11:14:19.734372,t,-10.73,96.51,52.02,FALSE,rh,0.8,0.12,TRUE,44.49,6.07,26.55,-3.22,,0.97,-0.79,64.84,FALSE,FALSE
478,1830-10-10 11:50:39.500000,FALSE,1830-10-10 11:19:02.234372,t,-10.36,96.69,52.24,FALSE,rh,0.8,0.13,TRUE,44.45,6.07,26.55,-2.14,,0.97,-0.39,65.07,FALSE,FALSE
479,1830-10-10 11:55:20.500000,FALSE,1830-10-10 11:23:43.234372,t,-11.4,96.9,52.49,FALSE,rh,0.81,0.12,TRUE,44.4,6.07,26.55,-1.07,,0.97,-0.39,65.07,FALSE,FALSE
480,1830-10-10 11:59:58.500000,FALSE,1830-10-10 11:28:21.234372,t,-10.36,96.6,52.24,FALSE,rh,0.8,0.13,TRUE,44.36,6.07,26.55,0,,0.97,-0.39,65.07,TRUE,FALSE
483,1830-10-11 11:44:02.500000,FALSE,1830-10-11 11:12:09.748257,t,-11.73,98.07,66.75,FALSE,rh,0.91,0.19,TRUE,31.32,6,26.54,-3.63,,0.92,-0.79,64.84,FALSE,FALSE
484,1830-10-11 11:48:35.500000,FALSE,1830-10-11 11:16:42.748257,t,-10.29,97.74,66.46,FALSE,rh,0.9,0.21,TRUE,31.28,6,26.54,-2.6,,0.92,-0.39,65.07,FALSE,FALSE
485,1830-10-11 11:53:08.000000,FALSE,1830-10-11 11:21:15.248257,t,-10.34,96.09,64.85,FALSE,rh,0.9,0.2,TRUE,31.23,6,26.54,-1.56,,0.93,0,65.29,FALSE,FALSE
486,1830-10-11 11:57:37.500000,FALSE,1830-10-11 11:25:44.748257,t,-10.72,95.88,64.69,FALSE,rh,0.9,0.19,TRUE,31.19,6,26.54,-0.54,,0.92,-0.39,65.07,TRUE,FALSE
481,1830-10-11 00:02:10.000000,FALSE,1830-10-11 11:30:17.248257,t,-9.81,95.6,64.45,FALSE,rh,0.89,0.21,FALSE,31.15,6,26.54,0.5,,0.93,-0.39,65.51,FALSE,FALSE
482,1830-10-11 00:06:36.500000,FALSE,1830-10-11 11:34:43.748257,t,-9.48,101.61,70.5,FALSE,rh,0.92,0.24,FALSE,31.11,6,26.54,1.51,,0.92,-0.39,65.07,FALSE,FALSE
488,1830-10-13 11:49:17.500000,FALSE,1830-10-13 11:16:55.285001,t,17.66,314.1,-50.79,FALSE,rh,-0.77,-0.11,TRUE,4.89,5.85,26.51,-2.41,,0.89,-0.39,65.51,FALSE,FALSE
489,1830-10-13 11:53:49.500000,FALSE,1830-10-13 11:21:27.285001,t,18.74,315.28,-49.58,FALSE,rh,-0.76,-0.09,TRUE,4.85,5.85,26.51,-1.39,,0.89,-0.78,65.28,TRUE,FALSE
490,1830-10-13 11:59:21.500000,FALSE,1830-10-13 11:26:59.285001,t,17.87,315.07,-49.73,FALSE,rh,-0.76,-0.11,TRUE,4.8,5.85,26.51,-0.14,,0.89,0,65.29,TRUE,FALSE
487,1830-10-13 00:03:51.000000,FALSE,1830-10-13 11:31:28.785001,t,17.18,314,-50.76,FALSE,rh,-0.77,-0.12,FALSE,4.76,5.85,26.51,0.87,,0.88,0,65.29,FALSE,FALSE
