obs_id,recorded_time,sidereal,utc_time,name,lat,long,cmd,outlier,type,x,y,rising,l0,b0,p,incl,incl_obs,incl_diff,err,r_sun,modified,complemented
334,1816-12-21 01:33:48.500000,FALSE,1816-12-21 13:13:33.972901,t,-3.25,9.84,30.09,FALSE,rh,0.5,0.04,FALSE,339.74,-2.02,7.11,17.44,,0.68,0,65,FALSE,TRUE
335,1816-12-21 01:42:54.000000,FALSE,1816-12-21 13:22:39.472901,t,-1.59,10.98,31.33,FALSE,rh,0.52,0.07,FALSE,339.66,-2.03,7.11,19.01,,0.67,0,65,FALSE,TRUE
336,1816-12-21 01:48:20.500000,FALSE,1816-12-21 13:28:05.972901,t,-2.42,10.31,30.7,FALSE,rh,0.51,0.05,FALSE,339.61,-2.03,7.11,19.93,,0.66,0,65,FALSE,TRUE
337,1816-12-23 01:32:14.000000,FALSE,1816-12-23 13:12:59.758865,t,-2.61,12.38,58.98,FALSE,rh,0.85,0.07,FALSE,313.4,-2.27,6.15,17.17,,0.68,0,65,FALSE,TRUE
338,1816-12-23 01:48:29.500000,FALSE,1816-12-23 13:29:15.258865,t,-3.53,14.78,61.53,FALSE,rh,0.88,0.05,FALSE,313.25,-2.27,6.15,19.96,,0.66,0,65,FALSE,TRUE
339,1816-12-24 02:36:36.000000,FALSE,1816-12-24 14:17:51.851483,t,-2.03,23.73,84.1,FALSE,rh,0.99,0.07,FALSE,299.64,-2.4,5.65,27.56,,0.58,0,65,FALSE,TRUE
340,1816-12-24 02:41:17.000000,FALSE,1816-12-24 14:22:32.851483,t,-3.82,22.93,83.34,FALSE,rh,0.99,0.04,FALSE,299.6,-2.4,5.65,28.24,,0.57,0,65,FALSE,TRUE
341,1816-12-24 02:45:52.000000,FALSE,1816-12-24 14:27:07.851483,t,-2.03,23.65,84.1,FALSE,rh,0.99,0.07,FALSE,299.55,-2.4,5.64,28.9,,0.56,0,65,FALSE,TRUE
342,1816-12-24 02:51:01.500000,FALSE,1816-12-24 14:32:17.351483,t,-3.01,20,80.49,FALSE,rh,0.98,0.05,FALSE,299.51,-2.4,5.64,29.63,,0.55,0,65,FALSE,TRUE
343,1817-01-10 02:17:01.500000,FALSE,1817-01-10 14:06:10.702614,t,-0.66,359.78,-76.08,FALSE,rh,-0.97,0.05,FALSE,75.86,-4.32,-2.65,24.76,,0.61,0,65,TRUE,TRUE
344,1817-01-10 02:22:12.000000,FALSE,1817-01-10 14:11:21.202614,t,-0.86,3,-72.81,FALSE,rh,-0.95,0.05,FALSE,75.81,-4.32,-2.65,25.56,,0.6,0,65,FALSE,TRUE
345,1817-01-10 02:32:02.500000,FALSE,1817-01-10 14:21:11.702614,t,-0.67,359.64,-76.08,FALSE,rh,-0.97,0.05,FALSE,75.72,-4.32,-2.65,27.05,,0.58,0,65,FALSE,TRUE
346,1817-01-10 02:42:24.500000,FALSE,1817-01-10 14:31:33.702614,t,0.12,1.13,-74.49,FALSE,rh,-0.96,0.07,FALSE,75.63,-4.32,-2.66,28.57,,0.56,0,65,FALSE,TRUE
347,1817-02-28 03:03:20.500000,FALSE,1817-02-28 14:57:27.976478,t,21.05,122.06,-28.1,FALSE,rh,-0.24,0.59,FALSE,150.16,-7.23,-21.69,33.87,,0.44,0,65,FALSE,TRUE
348,1817-02-28 03:11:31.000000,FALSE,1817-02-28 15:05:38.476478,t,19.94,122.1,-27.98,FALSE,rh,-0.25,0.57,FALSE,150.08,-7.23,-21.69,34.85,,0.42,0,65,FALSE,TRUE
349,1817-02-28 03:16:24.500000,FALSE,1817-02-28 15:10:31.976478,t,21.05,121.94,-28.1,FALSE,rh,-0.24,0.59,FALSE,150.04,-7.23,-21.69,35.42,,0.41,0,65,TRUE,TRUE
350,1817-02-28 03:21:20.000000,FALSE,1817-02-28 15:15:27.476478,t,21.05,121.89,-28.1,FALSE,rh,-0.24,0.59,FALSE,149.99,-7.23,-21.69,35.97,,0.4,0,65,FALSE,TRUE
351,1817-02-28 03:26:14.000000,FALSE,1817-02-28 15:20:21.476478,t,20.25,122.89,-27.06,FALSE,rh,-0.23,0.57,FALSE,149.95,-7.23,-21.69,36.5,,0.39,0,65,FALSE,TRUE
352,1817-02-28 03:30:43.500000,FALSE,1817-02-28 15:24:50.976478,t,19.94,121.92,-27.98,FALSE,rh,-0.25,0.57,FALSE,149.91,-7.23,-21.69,36.98,,0.37,0,65,FALSE,TRUE
354,1824-09-19 00:13:43.500000,FALSE,1824-09-19 11:48:38.239617,t,34,13.12,-66.7,FALSE,rh,-0.91,0.14,FALSE,79.82,7.06,25.06,3.58,,0.68,0,65,FALSE,TRUE
355,1824-09-19 00:18:50.500000,FALSE,1824-09-19 11:53:45.239617,t,34.98,11.37,-68.4,FALSE,rh,-0.92,0.16,FALSE,79.77,7.06,25.06,4.91,,0.92,0,65,FALSE,TRUE
356,1824-09-19 00:29:52.500000,FALSE,1824-09-19 12:04:47.239617,t,34,12.98,-66.7,FALSE,rh,-0.91,0.14,FALSE,79.67,7.06,25.06,7.74,,0.92,0,65,FALSE,TRUE
360,1824-09-20 23:56:26.000000,FALSE,1824-09-20 11:30:59.805391,t,32.97,13.88,-52.9,FALSE,rh,-0.81,0.15,TRUE,66.78,7.03,25.19,-0.92,,0.92,2.79,64.06,FALSE,FALSE
357,1824-09-20 00:01:06.000000,FALSE,1824-09-20 11:35:39.805391,t,33.4,13.84,-52.9,FALSE,rh,-0.81,0.16,FALSE,66.74,7.03,25.19,0.29,,0.93,2.39,64.32,FALSE,FALSE
358,1824-09-20 00:14:27.500000,FALSE,1824-09-20 11:49:01.305391,t,33.4,13.72,-52.9,FALSE,rh,-0.81,0.16,FALSE,66.62,7.03,25.2,3.74,,0.93,2.39,64.32,FALSE,FALSE
359,1824-09-20 00:18:29.000000,FALSE,1824-09-20 11:53:02.805391,t,33.03,12.9,-53.68,FALSE,rh,-0.82,0.15,FALSE,66.58,7.03,25.2,4.78,,0.93,1.98,64.56,FALSE,FALSE
363,1824-09-23 23:54:32.500000,FALSE,1824-09-23 11:28:04.049322,t,35.06,11.86,-15.36,FALSE,rh,-0.4,0.33,TRUE,27.22,6.94,25.57,-1.38,,0.91,2,64.12,FALSE,FALSE
361,1824-09-23 00:09:15.250000,FALSE,1824-09-23 11:42:46.799322,t,34.59,12.53,-14.55,FALSE,rh,-0.39,0.33,FALSE,27.08,6.93,25.58,2.35,,0.91,2.77,64.51,FALSE,FALSE
362,1824-09-23 00:17:49.500000,FALSE,1824-09-23 11:51:21.049322,t,34.26,12.2,-14.81,FALSE,rh,-0.39,0.33,FALSE,27,6.93,25.58,4.52,,0.91,2.39,64.32,TRUE,FALSE
366,1824-09-25 23:57:19.000000,FALSE,1824-09-25 11:30:09.660645,t,34.83,10.66,9.86,FALSE,rh,-0.08,0.48,TRUE,0.81,6.86,25.8,-0.67,,0.92,0,63.95,FALSE,FALSE
364,1824-09-25 00:02:23.000000,FALSE,1824-09-25 11:35:13.660645,t,35.84,11.4,10.64,FALSE,rh,-0.08,0.5,FALSE,0.76,6.86,25.8,0.6,,0.93,-0.4,64.62,FALSE,FALSE
365,1824-09-25 00:07:06.250000,FALSE,1824-09-25 11:39:56.910645,t,32.93,10.6,9.88,FALSE,rh,-0.06,0.46,FALSE,0.72,6.86,25.8,1.78,,0.93,-0.4,64.17,FALSE,FALSE
367,1824-09-26 00:14:37.000000,FALSE,1824-09-26 11:47:07.449311,t,35.21,12.07,24.62,FALSE,rh,0.09,0.58,FALSE,347.45,6.82,25.9,3.63,,0.89,-0.4,64.17,FALSE,FALSE
368,1824-09-26 00:19:13.500000,FALSE,1824-09-26 11:51:43.949311,t,33.46,10.45,23.04,FALSE,rh,0.09,0.55,FALSE,347.41,6.82,25.9,4.77,,0.89,-0.4,64.17,FALSE,FALSE
371,1824-09-27 23:58:52.000000,FALSE,1824-09-27 11:31:02.416081,t,33.64,10.23,35.82,FALSE,rh,0.23,0.64,TRUE,334.41,6.77,25.99,-0.28,,0.92,-1.59,64.36,FALSE,FALSE
369,1824-09-27 00:07:47.500000,FALSE,1824-09-27 11:39:57.916081,t,32.56,9.62,35.3,FALSE,rh,0.24,0.62,FALSE,334.32,6.77,25.99,1.93,,0.91,-1.59,64.36,FALSE,FALSE
370,1824-09-27 00:22:17.500000,FALSE,1824-09-27 11:54:27.916081,t,31.37,9.69,35.5,FALSE,rh,0.26,0.61,FALSE,334.19,6.77,25.99,5.49,,0.93,-5.75,61.69,FALSE,FALSE
373,1824-09-29 23:55:10.500000,FALSE,1824-09-29 11:26:41.457468,t,34.07,8.94,60.89,FALSE,rh,0.43,0.78,TRUE,308.06,6.68,26.15,-1.17,,0.91,-0.8,64.39,FALSE,FALSE
372,1824-09-29 00:12:17.000000,FALSE,1824-09-29 11:43:47.957468,t,35.3,10.94,63.05,FALSE,rh,0.42,0.8,FALSE,307.9,6.68,26.15,3,,0.87,-1.6,63.91,FALSE,FALSE
375,1824-10-21 03:00:42.000000,FALSE,1824-10-21 14:26:39.334518,t,23.12,337.75,-38.45,FALSE,hv,-0.66,0.04,FALSE,16.2,5.15,26.05,32.89,35.26,0.49,,66.96,TRUE,FALSE
376,1824-10-21 03:07:21.000000,FALSE,1824-10-21 14:33:18.334518,t,21.09,335.91,-40.22,FALSE,hv,-0.67,0,FALSE,16.14,5.15,26.05,33.72,36.06,0.46,,67.1,FALSE,FALSE
377,1824-10-21 03:13:10.000000,FALSE,1824-10-21 14:39:07.334518,t,21.66,336.91,-39.17,FALSE,hv,-0.66,0.01,FALSE,16.08,5.15,26.05,34.42,36.21,0.44,,66.16,FALSE,FALSE
378,1824-10-21 03:18:35.000000,FALSE,1824-10-21 14:44:32.334518,t,21.56,336.44,-39.59,FALSE,hv,-0.67,0.01,FALSE,16.03,5.15,26.05,35.05,36.62,0.42,,66.21,TRUE,FALSE
379,1824-10-26 03:19:20.000000,FALSE,1824-10-26 14:44:40.166160,t,20.39,335.79,25.69,FALSE,hv,0.25,0.43,FALSE,310.1,4.68,25.51,34.81,36.63,0.44,,67.41,FALSE,FALSE
380,1824-10-26 03:35:13.000000,FALSE,1824-10-26 15:00:33.166160,t,22.2,338.12,28.17,FALSE,hv,0.26,0.47,FALSE,309.95,4.68,25.5,36.59,38.08,0.4,,66.91,FALSE,FALSE
381,1824-10-29 02:47:14.000000,FALSE,1824-10-29 14:12:20.428359,t_new,25.66,343.3,72.46,FALSE,hv,0.6,0.74,FALSE,270.83,4.39,25.09,30.55,27.23,0.7,,70.69,FALSE,FALSE
382,1824-10-29 02:54:38.500000,FALSE,1824-10-29 14:19:44.928359,t_new,21.64,340.6,69.83,FALSE,hv,0.64,0.68,FALSE,270.77,4.39,25.09,31.55,33.42,0.54,,67.19,FALSE,FALSE
382,1824-10-29 02:54:38.500000,FALSE,1824-10-29 14:19:44.928359,t_old,-19.87,214.8,-55.97,FALSE,hv,-0.55,-0.67,FALSE,270.77,4.39,25.09,31.55,33.42,0.54,,67.19,FALSE,FALSE
383,1825-01-27 00:27:24.000000,FALSE,1825-01-27 12:21:47.399298,t,8.04,197.36,31.26,FALSE,rh,0.55,0.13,FALSE,166.11,-5.85,-10.47,5.47,,0.83,0,65,FALSE,TRUE
384,1825-01-27 00:37:34.750000,FALSE,1825-01-27 12:31:58.149298,t,9.04,197.68,31.67,FALSE,rh,0.55,0.14,FALSE,166.01,-5.85,-10.47,7.48,,0.82,0,65,FALSE,TRUE
385,1825-01-27 00:42:29.500000,FALSE,1825-01-27 12:36:52.899298,t,8.82,196.59,30.62,FALSE,rh,0.54,0.14,FALSE,165.97,-5.85,-10.47,8.44,,0.81,0,65,FALSE,TRUE
388,1825-09-19 03:07:11.000000,FALSE,1825-09-19 14:42:11.749631,t,-21.47,268.38,-32.3,FALSE,hv,-0.26,-0.63,FALSE,300.68,7.07,25.04,37.09,38.03,0.46,,64.99,FALSE,FALSE
389,1825-09-20 02:55:52.000000,FALSE,1825-09-20 14:30:31.750072,t,-22.46,267.5,-20.09,FALSE,hv,-0.08,-0.57,FALSE,287.58,7.04,25.18,35.64,36.62,0.44,,65.01,TRUE,FALSE
390,1825-09-20 03:04:47.000000,FALSE,1825-09-20 14:39:26.750072,t,-20.39,267.18,-20.32,FALSE,hv,-0.1,-0.55,FALSE,287.5,7.04,25.18,36.68,37.46,0.4,,65.09,TRUE,FALSE
391,1825-09-20 03:13:30.500000,FALSE,1825-09-20 14:48:10.250072,t,-19.17,268.31,-19.11,FALSE,hv,-0.09,-0.53,FALSE,287.42,7.04,25.18,37.64,38.49,0.43,,65.35,FALSE,FALSE
392,1827-02-23 02:17:44.000000,FALSE,1827-02-23 14:12:42.959310,t1,16.83,224.28,-30.15,FALSE,hv,-0.32,0.53,FALSE,254.42,-7.15,-20.17,27,,0.61,,65.94,FALSE,TRUE
394,1827-02-25 00:21:10.000000,FALSE,1827-02-25 12:15:51.309296,t1,-7.44,236.24,7.09,FALSE,rh,0.11,-0.05,FALSE,229.15,-7.19,-20.72,4.67,,0.99,0,62.16,FALSE,TRUE
394,1827-02-25 00:21:10.000000,FALSE,1827-02-25 12:15:51.309296,t2,-20.55,241.5,12.35,FALSE,rh,0.1,-0.29,FALSE,229.15,-7.19,-20.72,4.67,,0.99,0,62.16,FALSE,TRUE
394,1827-02-25 00:21:10.000000,FALSE,1827-02-25 12:15:51.309296,t3,-11.24,189.58,-39.57,FALSE,rh,-0.62,0.13,FALSE,229.15,-7.19,-20.72,4.67,,0.99,0,62.16,FALSE,TRUE
395,1827-02-25 00:30:15.000000,FALSE,1827-02-25 12:24:56.309296,t1,-8.63,238.1,9.03,FALSE,rh,0.14,-0.08,FALSE,229.07,-7.19,-20.72,6.65,,0.98,0,62.61,FALSE,TRUE
395,1827-02-25 00:30:15.000000,FALSE,1827-02-25 12:24:56.309296,t2,-20.63,240.86,11.8,FALSE,rh,0.1,-0.29,FALSE,229.07,-7.19,-20.72,6.65,,0.98,0,62.61,FALSE,TRUE
395,1827-02-25 00:30:15.000000,FALSE,1827-02-25 12:24:56.309296,t3,-11.11,190.41,-38.65,FALSE,rh,-0.61,0.13,FALSE,229.07,-7.19,-20.72,6.65,,0.98,0,62.61,FALSE,TRUE
396,1827-02-26 00:33:55.500000,FALSE,1827-02-26 12:28:27.098223,t3,-9.72,193.9,-21.96,FALSE,rh,-0.36,0.08,FALSE,215.86,-7.2,-21,7.48,,0.93,2.7,66.3,FALSE,FALSE
397,1827-02-26 00:39:25.000000,FALSE,1827-02-26 12:33:56.598223,t3,-8.6,189.83,-25.98,FALSE,rh,-0.42,0.12,FALSE,215.81,-7.2,-21,8.67,,0.91,0.77,66.18,FALSE,FALSE
398,1827-02-26 00:44:42.500000,FALSE,1827-02-26 12:39:14.098223,t3,-10.44,192.72,-23.04,FALSE,rh,-0.38,0.08,FALSE,215.76,-7.2,-21,9.81,,0.89,1.56,65.7,FALSE,FALSE
399,1827-02-26 00:49:35.000000,FALSE,1827-02-26 12:44:06.598223,t3,-10.55,192.31,-23.41,FALSE,rh,-0.39,0.08,FALSE,215.72,-7.2,-21,10.84,,0.88,0.78,65.73,FALSE,FALSE
400,1827-02-28 00:23:02.000000,FALSE,1827-02-28 12:17:12.468491,t3,-17.15,193.21,3.59,FALSE,rh,-0.01,-0.18,FALSE,189.62,-7.23,-21.53,5.15,,0.94,0,65.74,FALSE,TRUE
401,1827-02-28 00:28:29.500000,FALSE,1827-02-28 12:22:39.968491,t3,-13.88,194.21,4.64,FALSE,rh,0.03,-0.14,FALSE,189.57,-7.23,-21.53,6.36,,0.93,0,65.74,FALSE,FALSE
402,1827-02-28 00:34:06.750000,FALSE,1827-02-28 12:28:17.218491,t3,-19.13,192.97,3.45,FALSE,rh,-0.02,-0.21,FALSE,189.52,-7.23,-21.53,7.6,,0.92,0,65.74,FALSE,FALSE
403,1827-02-28 00:39:21.750000,FALSE,1827-02-28 12:33:32.218491,t3,-18.69,193.38,3.91,FALSE,rh,-0.01,-0.21,FALSE,189.47,-7.23,-21.53,8.74,,0.9,1.98,64.56,FALSE,FALSE
404,1827-02-28 00:44:24.500000,FALSE,1827-02-28 12:38:34.968491,t3,-15.72,194.05,4.63,FALSE,rh,0.02,-0.17,FALSE,189.42,-7.23,-21.53,9.84,,0.9,-0.77,66.18,FALSE,FALSE
405,1827-02-28 00:49:22.000000,FALSE,1827-02-28 12:43:32.468491,t3,-17.15,194.1,4.72,FALSE,rh,0.01,-0.19,FALSE,189.38,-7.23,-21.53,10.9,,0.88,0.39,65.96,FALSE,FALSE
407,1827-03-06 00:22:08.000000,FALSE,1827-03-06 12:15:02.508935,t3,19.03,106.35,-4.24,FALSE,rh,0.11,0.43,FALSE,110.59,-7.24,-22.97,5.11,,0.96,1.59,64.36,TRUE,FALSE
408,1827-03-06 00:27:38.500000,FALSE,1827-03-06 12:20:33.008935,t3,15.06,105.37,-5.17,FALSE,rh,0.07,0.38,FALSE,110.54,-7.24,-22.97,6.37,,0.94,0.78,65.28,FALSE,FALSE
410,1827-03-07 02:22:28.500000,FALSE,1827-03-07 14:15:08.696463,t3,16.28,105.6,9.28,FALSE,hv,0.3,0.3,FALSE,96.32,-7.24,-23.21,28.92,27.36,0.72,,65.72,TRUE,FALSE
411,1827-03-07 02:28:31.000000,FALSE,1827-03-07 14:21:11.196463,t3,14.93,104.35,8.09,FALSE,hv,0.27,0.29,FALSE,96.26,-7.24,-23.21,29.83,28.03,0.68,,65.32,TRUE,FALSE
412,1827-03-07 02:35:45.000000,FALSE,1827-03-07 14:28:25.196463,t3,15.24,105.47,9.28,FALSE,hv,0.29,0.29,FALSE,96.19,-7.24,-23.21,30.88,28.89,0.63,,65.23,TRUE,FALSE
413,1827-03-07 02:41:31.000000,FALSE,1827-03-07 14:34:11.196463,t3,18.6,102.17,6.03,FALSE,hv,0.26,0.36,FALSE,96.14,-7.24,-23.21,31.69,,0.52,,63.82,TRUE,TRUE
414,1830-03-21 03:38:24.500000,FALSE,1830-03-21 15:27:05.983446,t,7.75,171.42,-33.82,FALSE,hv,-0.4,0.45,FALSE,205.25,-6.93,-25.58,39.76,38.63,0.3,,65.23,TRUE,FALSE
415,1830-03-21 03:44:34.500000,FALSE,1830-03-21 15:33:15.983446,t,7.87,171.13,-34.06,FALSE,hv,-0.4,0.45,FALSE,205.19,-6.93,-25.58,40.28,39.2,0.28,,65.1,TRUE,FALSE
416,1830-03-22 03:28:33.000000,FALSE,1830-03-22 15:16:56.265018,t,8.83,171.48,-20.67,FALSE,hv,-0.2,0.39,FALSE,192.15,-6.89,-25.7,38.98,37.63,0.33,,65.33,FALSE,FALSE
417,1830-03-22 03:34:21.000000,FALSE,1830-03-22 15:22:44.265018,t,9.08,170.36,-21.74,FALSE,hv,-0.21,0.4,FALSE,192.1,-6.89,-25.7,39.52,38.79,0.31,,65.47,TRUE,FALSE
418,1830-03-22 03:41:06.500000,FALSE,1830-03-22 15:29:29.765018,t,10.01,171.78,-20.26,FALSE,hv,-0.18,0.4,FALSE,192.04,-6.89,-25.7,40.1,38.73,0.29,,64.75,TRUE,FALSE
419,1830-03-22 03:45:17.500000,FALSE,1830-03-22 15:33:40.765018,t,8.6,169.54,-22.46,FALSE,hv,-0.23,0.4,FALSE,192,-6.89,-25.7,40.45,39.64,0.3,,65.07,FALSE,FALSE
420,1830-03-24 03:17:38.000000,FALSE,1830-03-24 15:05:24.584377,t,7.9,170.73,4.84,FALSE,hv,0.19,0.19,FALSE,165.88,-6.81,-25.9,38.17,36.91,0.36,,65.16,FALSE,FALSE
421,1830-03-24 03:23:11.500000,FALSE,1830-03-24 15:10:58.084377,t,8.63,171.39,5.56,FALSE,hv,0.2,0.2,FALSE,165.83,-6.81,-25.9,38.73,37.59,0.34,,64.97,FALSE,FALSE
422,1830-03-24 03:28:34.000000,FALSE,1830-03-24 15:16:20.584377,t,9.09,169.21,3.43,FALSE,hv,0.17,0.22,FALSE,165.78,-6.81,-25.9,39.24,38.83,0.31,,64.27,FALSE,FALSE
423,1830-03-24 03:34:21.500000,FALSE,1830-03-24 15:22:08.084377,t,8.93,170.71,4.98,FALSE,hv,0.2,0.21,FALSE,165.73,-6.81,-25.9,39.76,38.76,0.37,,65.11,FALSE,FALSE
424,1830-03-24 03:40:06.000000,FALSE,1830-03-24 15:27:52.584377,t,8.47,171.11,5.43,FALSE,hv,0.2,0.2,FALSE,165.68,-6.81,-25.9,40.25,39.5,0.3,,65.2,FALSE,FALSE
425,1830-03-25 03:28:00.500000,FALSE,1830-03-25 15:15:28.653417,t,8.72,172.01,19.41,FALSE,hv,0.41,0.09,FALSE,152.6,-6.77,-26,39.31,37.99,0.32,,64.63,FALSE,FALSE
426,1830-03-25 03:35:30.000000,FALSE,1830-03-25 15:22:58.153417,t,-37.9,114.35,-38.18,TRUE,hv,-0.67,-0.27,FALSE,152.53,-6.77,-26,39.98,,0.3,,66.51,FALSE,TRUE
427,1830-03-25 03:42:55.500000,FALSE,1830-03-25 15:30:23.653417,t,10.87,172.62,20.15,FALSE,hv,0.43,0.12,FALSE,152.47,-6.77,-26,40.61,39.92,0.27,,64.81,FALSE,FALSE
428,1830-03-26 02:56:55.500000,FALSE,1830-03-26 14:44:05.182406,t,8,173.15,33.45,FALSE,hv,0.59,-0.03,FALSE,139.7,-6.72,-26.08,36.17,35.59,0.44,,65.47,FALSE,FALSE
430,1830-06-30 02:37:12.500000,FALSE,1830-06-30 14:21:36.293631,t,8.12,318.41,7.77,FALSE,rh,0.14,0.08,FALSE,310.64,3.02,-3.05,46.65,,0.37,0,65,FALSE,TRUE
431,1830-06-30 02:41:43.500000,FALSE,1830-06-30 14:26:07.293631,t,10.84,319.65,9.05,FALSE,rh,0.16,0.13,FALSE,310.6,3.02,-3.05,47.09,,0.35,0,65,FALSE,TRUE
432,1830-06-30 02:46:29.500000,FALSE,1830-06-30 14:30:53.293631,t,8.99,317.85,7.29,FALSE,rh,0.13,0.1,FALSE,310.55,3.02,-3.05,47.52,,0.32,0,65,FALSE,TRUE
433,1830-06-30 02:50:58.500000,FALSE,1830-06-30 14:35:22.293631,t,9.93,319.13,8.62,FALSE,rh,0.15,0.11,FALSE,310.51,3.02,-3.04,47.89,,0.29,0,65,FALSE,TRUE
434,1830-06-30 02:55:23.000000,FALSE,1830-06-30 14:39:46.793631,t,8.12,318.25,7.77,FALSE,rh,0.14,0.08,FALSE,310.47,3.02,-3.04,48.23,,0.27,0,65,TRUE,TRUE
435,1830-06-30 02:59:02.000000,FALSE,1830-06-30 14:43:25.793631,t,7.22,317.8,7.36,FALSE,rh,0.13,0.07,FALSE,310.44,3.02,-3.04,48.5,,0.25,0,65,FALSE,TRUE
436,1830-07-02 02:28:15.000000,FALSE,1830-07-02 14:13:02.052630,t,8.59,318.07,33.82,FALSE,rh,0.55,0.08,FALSE,284.25,3.23,-2.14,45.57,,0.4,0,65,FALSE,TRUE
437,1830-07-02 02:32:38.500000,FALSE,1830-07-02 14:17:25.552630,t,11.25,318.76,34.56,FALSE,rh,0.56,0.13,FALSE,284.21,3.23,-2.13,46.06,,0.38,0,65,FALSE,TRUE
438,1830-07-02 02:37:09.250000,FALSE,1830-07-02 14:21:56.302630,t,14.74,319.19,35.02,FALSE,rh,0.56,0.19,FALSE,284.16,3.23,-2.13,46.53,,0.36,2.97,68.73,TRUE,FALSE
439,1830-07-02 02:41:24.000000,FALSE,1830-07-02 14:26:11.052630,t,14.67,317.33,33.21,FALSE,rh,0.54,0.19,FALSE,284.12,3.23,-2.13,46.94,,0.35,2.95,69.18,FALSE,FALSE
440,1830-07-02 02:45:54.000000,FALSE,1830-07-02 14:30:41.052630,t,15.95,317.98,33.89,FALSE,rh,0.54,0.21,FALSE,284.08,3.23,-2.13,47.35,,0.32,4.07,68.83,FALSE,FALSE
441,1830-07-02 02:50:13.000000,FALSE,1830-07-02 14:35:00.052630,t,15.05,317.32,33.27,FALSE,rh,0.54,0.19,FALSE,284.04,3.23,-2.13,47.72,,0.3,3.31,69.37,FALSE,FALSE
442,1830-07-02 02:55:06.500000,FALSE,1830-07-02 14:39:53.552630,t,15.12,318.04,34.04,FALSE,rh,0.55,0.2,FALSE,284,3.23,-2.13,48.1,,0.28,3.33,68.92,FALSE,FALSE
444,1830-07-30 02:58:36.000000,FALSE,1830-07-30 14:45:56.954274,t,14.71,314.44,40.98,FALSE,hv,0.59,0.29,FALSE,273.47,5.8,10.24,44.93,45,0.33,,67.53,FALSE,FALSE
445,1830-07-30 03:05:28.500000,FALSE,1830-07-30 14:52:49.454274,t,13.9,313.06,39.65,FALSE,hv,0.58,0.27,FALSE,273.4,5.81,10.24,45.5,46.05,0.31,,67.32,FALSE,FALSE
446,1830-07-30 03:13:12.000000,FALSE,1830-07-30 15:00:32.954274,t,14.97,314.38,41.05,FALSE,hv,0.59,0.29,FALSE,273.33,5.81,10.25,46.07,46.35,0.29,,67.3,FALSE,FALSE
448,1830-07-31 03:12:25.000000,FALSE,1830-07-31 14:59:43.551369,t,14.56,312.65,52.54,FALSE,hv,0.72,0.33,FALSE,260.11,5.88,10.65,45.86,46.35,0.33,,67.65,FALSE,FALSE
449,1830-09-27 11:51:36.000000,FALSE,1830-09-27 11:23:56.193999,t,3.3,232.95,17.02,FALSE,rh,0.29,0.08,TRUE,215.92,6.8,25.93,-2.08,,0.93,0,64.4,FALSE,TRUE
452,1830-09-30 11:48:24.500000,FALSE,1830-09-30 11:19:45.203953,t,-11.56,194.67,18.3,FALSE,rh,0.41,-0.14,TRUE,176.37,6.66,26.18,-2.81,,0.95,0,64.4,FALSE,FALSE
453,1830-09-30 11:54:07.500000,FALSE,1830-09-30 11:25:28.203953,t,-17.02,195.35,19.03,FALSE,rh,0.45,-0.22,TRUE,176.32,6.66,26.18,-1.43,,0.97,-0.8,64.39,FALSE,FALSE
450,1830-09-30 00:00:35.500000,FALSE,1830-09-30 11:31:56.203953,t,-18.28,194.82,18.56,FALSE,rh,0.45,-0.24,FALSE,176.26,6.66,26.18,0.15,,0.97,0.4,64.62,FALSE,FALSE
451,1830-09-30 00:08:01.000000,FALSE,1830-09-30 11:39:21.703953,t,-16.68,195.67,19.47,FALSE,rh,0.46,-0.21,FALSE,176.19,6.66,26.18,1.95,,0.97,-0.4,64.62,FALSE,FALSE
456,1830-10-03 11:54:40.500000,FALSE,1830-10-03 11:25:04.016427,t,-11.01,95.97,-40.77,FALSE,rh,-0.45,-0.53,TRUE,136.74,6.5,26.37,-1.27,,0.95,0.39,65.07,FALSE,FALSE
457,1830-10-03 11:59:37.500000,FALSE,1830-10-03 11:30:01.016427,t,-11.62,94.86,-41.84,FALSE,rh,-0.46,-0.54,TRUE,136.69,6.5,26.37,-0.09,,0.95,-0.8,64.39,TRUE,FALSE
454,1830-10-03 00:04:29.000000,FALSE,1830-10-03 11:34:52.516427,t,-10.63,95.98,-40.67,FALSE,rh,-0.45,-0.52,FALSE,136.65,6.5,26.37,1.07,,0.95,0,64.85,FALSE,FALSE
455,1830-10-03 00:09:22.000000,FALSE,1830-10-03 11:39:45.516427,t,-10.27,96.13,-40.47,FALSE,rh,-0.46,-0.52,FALSE,136.61,6.5,26.37,2.24,,0.94,0.4,64.62,FALSE,FALSE
459,1830-10-04 11:49:07.000000,FALSE,1830-10-04 11:19:12.081785,t,-11.03,95.56,-28.03,FALSE,rh,-0.29,-0.46,TRUE,123.6,6.45,26.41,-2.58,,0.96,0,64.85,FALSE,FALSE
460,1830-10-04 11:54:17.000000,FALSE,1830-10-04 11:24:22.081785,t,-13.05,92.42,-31.13,FALSE,rh,-0.31,-0.51,TRUE,123.55,6.45,26.41,-1.35,,0.96,-0.79,64.84,FALSE,FALSE
